"","X","SearchName","Transcript","Participant","Corpus","Line","LineEnd","MatchId","URL","Before.Match","Text","After.Match","Number","Target.word","Target.word.start","Target.word.end","Target.teAkaSegment","Target.teAkaSegment.start","Target.teAkaSegment.end","time_0_5","f1_time_0_5","f2_time_0_5","Error"
"2671",27703,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-03.trs","L1H05M","MAONZE",123.508,128.172,"g_904;em_12_88992;n_103154-n_103155;p_174;#=es_68_3260600;prefix=027703-;[0]=ew_0_568679;[1]=ew_0_568679","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-03.trs#es_68_3260600",NA,"kura",NA,27703,"kura",123.628,124.148,"u",123.718,123.788,123.753,462,1538,""
"2672",27708,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-03.trs","L1H05M","MAONZE",132.032,134.989,"g_904;em_12_88994;n_103156-n_103157;p_174;#=es_68_3260788;prefix=027708-;[0]=ew_0_568704;[1]=ew_0_568704","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-03.trs#es_68_3260788",NA,"kura",NA,27708,"kura",133.322,133.562,"u",133.412,133.452,133.432,520,1868,""
"2673",27709,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-03.trs","L1H05M","MAONZE",134.989,138.137,"g_904;em_12_88995;n_103157-n_103158;p_174;#=es_68_3260809;prefix=027709-;[0]=ew_0_568708;[1]=ew_0_568708","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-03.trs#es_68_3260809",NA,"kura",NA,27709,"kura",135.619,135.919,"u",135.689,135.769,135.729,442,1551,""
"2674",27712,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-03.trs","L1H05M","MAONZE",134.989,138.137,"g_904;em_12_88995;n_103157-n_103158;p_174;#=es_68_3260865;prefix=027712-;[0]=ew_0_568715;[1]=ew_0_568715","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-03.trs#es_68_3260865",NA,"kura",NA,27712,"kura",137.189,137.429,"u",137.279,137.319,137.299,501,1906,""
"2675",27716,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-03.trs","L1H05M","MAONZE",141.73,150.337,"g_904;em_12_88997;n_103159-n_103160;p_174;#=es_68_3260993;prefix=027716-;[0]=ew_0_568735;[1]=ew_0_568735","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-03.trs#es_68_3260993",NA,"kura -",NA,27716,"kura -",144.08,144.47,"u",144.18,144.23,144.205,482,1574,""
"2676",27718,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-03.trs","L1H05M","MAONZE",141.73,150.337,"g_904;em_12_88997;n_103159-n_103160;p_174;#=es_68_3261029;prefix=027718-;[0]=ew_0_568739;[1]=ew_0_568739","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-03.trs#es_68_3261029",NA,"puta",NA,27718,"puta",147.19,147.46,"u",147.25,147.3,147.275,461,1618,""
"2677",27754,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-03.trs","L1H05M","MAONZE",206.573,214.254,"g_904;em_12_89007;n_103169-n_103170;p_174;#=es_68_3262083;prefix=027754-;[0]=ew_0_568876;[1]=ew_0_568876","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-03.trs#es_68_3262083",NA,"kura .",NA,27754,"kura .",207.593,207.993,"u",207.683,207.723,207.703,469,1706,""
"2678",27763,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-03.trs","L1H05M","MAONZE",214.254,221.922,"g_904;em_12_89008;n_103170-n_103171;p_174;#=es_68_3262320;prefix=027763-;[0]=ew_0_568905;[1]=ew_0_568905","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-03.trs#es_68_3262320",NA,"manuwhiri",NA,27763,"manuwhiri",218.284,218.874,"u",218.474,218.524,218.499,401,1658,""
"2679",27786,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-03.trs","L1H05M","MAONZE",246.247,250.171,"g_904;em_12_89013;n_5773847-n_29800;p_174;#=es_68_3263137;prefix=027786-;[0]=ew_0_568976;[1]=ew_0_568976","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-03.trs#es_68_3263137",NA,"puta",NA,27786,"puta",247.807,248.057,"u",247.917,247.947,247.932,325,2015,""
"2680",27788,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",0,4.117,"g_898;em_12_88640;n_15377-n_102876;p_174;#=es_68_3260665;prefix=027788-;[0]=ew_0_565535;[1]=ew_0_565535","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3260665",NA,"kura .",NA,27788,"kura .",2.12,2.49,"u",2.22,2.26,2.24,495,2012,""
"2681",27791,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",4.117,9.824,"g_898;em_12_88641;n_102876-n_102877;p_174;#=es_68_3260790;prefix=027791-;[0]=ew_0_565548;[1]=ew_0_565548","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3260790",NA,"kura .",NA,27791,"kura .",6.897,7.287,"u",6.987,7.057,7.022,481,1890,""
"2682",27792,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",15.185,21.509,"g_898;em_12_88643;n_102878-n_102879;p_174;#=es_68_3260926;prefix=027792-;[0]=ew_0_565565;[1]=ew_0_565565","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3260926",NA,"puta",NA,27792,"puta",17.925,18.225,"u",18.025,18.075,18.05,389,1700,""
"2683",27810,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",37.555,43.365,"g_898;em_12_88647;n_102882-n_102883;p_174;#=es_68_3261509;prefix=027810-;[0]=ew_0_565625;[1]=ew_0_565625","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3261509",NA,"puta",NA,27810,"puta",41.065,41.325,"u",41.135,41.215,41.175,404,1729,""
"2684",27826,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",53.847,58.724,"g_898;em_12_88650;n_102885-n_102886;p_174;#=es_68_3262053;prefix=027826-;[0]=ew_0_565663;[1]=ew_0_565663","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3262053",NA,"kura",NA,27826,"kura",55.767,56.037,"u",55.857,55.897,55.877,467,1798,""
"2685",27833,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",65.969,70.351,"g_898;em_12_88653;n_102888-n_102889;p_174;#=es_68_3262345;prefix=027833-;[0]=ew_0_565689;[1]=ew_0_565689","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3262345",NA,"puta",NA,27833,"puta",67.119,67.369,"u",67.189,67.239,67.214,582,1589,""
"2686",27835,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",65.969,70.351,"g_898;em_12_88653;n_102888-n_102889;p_174;#=es_68_3262381;prefix=027835-;[0]=ew_0_565694;[1]=ew_0_565694","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3262381",NA,"puta",NA,27835,"puta",68.079,68.369,"u",68.149,68.209,68.179,558,1664,""
"2687",27838,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",70.351,78.354,"g_898;em_12_88654;n_102889-n_102890;p_174;#=es_68_3262448;prefix=027838-;[0]=ew_0_565701;[1]=ew_0_565701","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3262448",NA,"puta",NA,27838,"puta",70.601,71.151,"u",70.641,70.741,70.691,473,1616,""
"2688",27859,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",95.242,98.436,"g_898;em_12_159872;n_5774209-n_5774218;p_174;#=es_68_3263088;prefix=027859-;[0]=ew_0_1224573;[1]=ew_0_1224573","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3263088",NA,"puta",NA,27859,"puta",96.922,97.212,"u",97.012,97.082,97.047,484,1626,""
"2689",27863,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",98.436,101.56,"g_898;em_12_88658;n_5774218-n_15378;p_174;#=es_68_3263208;prefix=027863-;[0]=ew_0_565767;[1]=ew_0_565767","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3263208",NA,"kura .",NA,27863,"kura .",100.626,100.926,"u",100.716,100.766,100.741,522,1880,""
"2690",27864,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",104.643,110.497,"g_898;em_12_88660;n_15379-n_15380;p_174;#=es_68_3263247;prefix=027864-;[0]=ew_0_565782;[1]=ew_0_565782","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3263247",NA,"Kuki",NA,27864,"Kuki",106.043,106.353,"u",106.133,106.203,106.168,368,1616,""
"2691",27869,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",104.643,110.497,"g_898;em_12_88660;n_15379-n_15380;p_174;#=es_68_3263342;prefix=027869-;[0]=ew_0_565790;[1]=ew_0_565790","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3263342",NA,"Aitutaki",NA,27869,"Aitutaki",109.593,110.153,"u",109.783,109.813,109.798,356,2024,""
"2692",27871,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",122.184,123.877,"g_898;em_12_88664;n_15383-n_15384;p_174;#=es_68_3263402;prefix=027871-;[0]=ew_0_565823;[1]=ew_0_565823","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3263402",NA,"muri",NA,27871,"muri",122.364,122.704,"u",122.454,122.504,122.479,558,1591,""
"2693",27878,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",127.844,131.609,"g_898;em_12_88666;n_15385-n_102894;p_174;#=es_68_3263539;prefix=027878-;[0]=ew_0_565847;[1]=ew_0_565847","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3263539",NA,"mahuru",NA,27878,"mahuru",131.174,131.434,"u",131.344,131.374,131.359,492,2081,""
"2694",27901,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",165.804,168.347,"g_898;em_12_88676;n_5774253-n_102902;p_174;#=es_68_3264279;prefix=027901-;[0]=ew_0_565951;[1]=ew_0_565951","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3264279",NA,"kura",NA,27901,"kura",166.544,166.804,"u",166.634,166.684,166.659,497,1695,""
"2695",27904,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",168.347,172.718,"g_898;em_12_88677;n_102902-n_102903;p_174;#=es_68_3264328;prefix=027904-;[0]=ew_0_565958;[1]=ew_0_565958","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3264328",NA,"mutu",NA,27904,"mutu",171.347,171.647,"u",171.407,171.457,171.432,388,1685,""
"2696",27905,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",168.347,172.718,"g_898;em_12_88677;n_102902-n_102903;p_174;#=es_68_3264340;prefix=027905-;[0]=ew_0_565960;[1]=ew_0_565960","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3264340",NA,"kura . ",NA,27905,"kura . ",171.757,172.117,"u",171.877,171.937,171.907,439,1723,""
"2697",27908,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",179.635,186.515,"g_898;em_12_88679;n_5774278-n_102905;p_174;#=es_68_3264479;prefix=027908-;[0]=ew_0_565981;[1]=ew_0_565981","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3264479",NA,"mutu",NA,27908,"mutu",179.915,180.185,"u",179.995,180.035,180.015,601,1751,""
"2698",27909,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",179.635,186.515,"g_898;em_12_88679;n_5774278-n_102905;p_174;#=es_68_3264493;prefix=027909-;[0]=ew_0_565984;[1]=ew_0_565984","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3264493",NA,"kura -",NA,27909,"kura -",180.365,180.695,"u",180.485,180.525,180.505,626,1713,""
"2699",27910,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",179.635,186.515,"g_898;em_12_88679;n_5774278-n_102905;p_174;#=es_68_3264538;prefix=027910-;[0]=ew_0_565993;[1]=ew_0_565993","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3264538",NA,"kura",NA,27910,"kura",183.895,184.265,"u",184.015,184.055,184.035,436,1727,""
"2700",27913,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",186.515,192.77,"g_898;em_12_88680;n_102905-n_102906;p_174;#=es_68_3264608;prefix=027913-;[0]=ew_0_566005;[1]=ew_0_566005","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3264608",NA,"kura .",NA,27913,"kura .",187.335,187.955,"u",187.455,187.535,187.495,494,2012,""
"2701",27932,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",202.253,204.826,"g_898;em_12_159865;n_5774290-n_5774302;p_174;#=es_68_3264865;prefix=027932-;[0]=ew_0_1224439;[1]=ew_0_1224439","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3264865",NA,"kura",NA,27932,"kura",203.513,203.783,"u",203.613,203.663,203.638,508,1796,""
"2702",27952,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-04.trs","L1H05M","MAONZE",217.691,221.577,"g_898;em_12_88685;n_102910-n_102911;p_174;#=es_68_3265159;prefix=027952-;[0]=ew_0_566080;[1]=ew_0_566080","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-04.trs#es_68_3265159",NA,"kura",NA,27952,"kura",220.601,220.921,"u",220.701,220.751,220.726,537,1637,""
"2703",27987,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",31.45,37.288,"g_897;em_12_88596;n_102832-n_102833;p_174;#=es_68_3262767;prefix=027987-;[0]=ew_0_564983;[1]=ew_0_564983","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3262767",NA,"runga",NA,27987,"runga",34.76,35.4,"u",34.91,34.95,34.93,498,1700,""
"2704",27988,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",31.45,37.288,"g_897;em_12_88596;n_102832-n_102833;p_174;#=es_68_3262800;prefix=027988-;[0]=ew_0_564985;[1]=ew_0_564985","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3262800",NA,"runga",NA,27988,"runga",36.23,36.53,"u",36.31,36.34,36.325,417,1451,""
"2705",27994,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",44.009,49.65,"g_897;em_12_88598;n_102834-n_102835;p_174;#=es_68_3263206;prefix=027994-;[0]=ew_0_565013;[1]=ew_0_565013","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3263206",NA,"kura",NA,27994,"kura",47.839,48.189,"u",47.929,47.989,47.959,517,1780,""
"2706",27996,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",44.009,49.65,"g_897;em_12_88598;n_102834-n_102835;p_174;#=es_68_3263229;prefix=027996-;[0]=ew_0_565016;[1]=ew_0_565016","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3263229",NA,"kura .",NA,27996,"kura .",48.559,48.909,"u",48.659,48.699,48.679,477,1938,""
"2707",28027,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",100.922,105.176,"g_897;em_12_159887;n_5774338-n_5774347;p_174;#=es_68_3264104;prefix=028027-;[0]=ew_0_1223807;[1]=ew_0_1223807","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3264104",NA,"runga",NA,28027,"runga",101.662,101.892,"u",101.722,101.752,101.737,586,1519,""
"2708",28042,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",128.048,132.974,"g_897;em_12_88613;n_102849-n_6970100;p_174;#=es_68_3265534;prefix=028042-;[0]=ew_0_565223;[1]=ew_0_565223","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3265534",NA,"hopuni",NA,28042,"hopuni",129.818,130.278,"u",130.058,130.108,130.083,541,1684,""
"2709",28078,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",178.906,184.904,"g_897;em_12_88624;n_102860-n_102861;p_174;#=es_68_3266340;prefix=028078-;[0]=ew_0_565343;[1]=ew_0_565343","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3266340",NA,"runga",NA,28078,"runga",183.196,183.526,"u",183.286,183.316,183.301,671,1558,""
"2710",28100,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",220.483,225.403,"g_897;em_12_159889;n_5774379-n_5774388;p_174;#=es_68_3267153;prefix=028100-;[0]=ew_0_1224508;[1]=ew_0_1224508","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3267153",NA,"hopuni",NA,28100,"hopuni",222.183,222.853,"u",222.533,222.633,222.583,548,1904,""
"2711",28106,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",225.403,231.619,"g_897;em_12_88634;n_5774388-n_102871;p_174;#=es_68_3267271;prefix=028106-;[0]=ew_0_565442;[1]=ew_0_565442","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3267271",NA,"hopuni",NA,28106,"hopuni",227.533,228.013,"u",227.803,227.843,227.823,409,1539,""
"2712",28110,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",231.619,236.319,"g_897;em_12_88635;n_102871-n_102872;p_174;#=es_68_3267369;prefix=028110-;[0]=ew_0_565462;[1]=ew_0_565462","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3267369",NA,"hopuni .",NA,28110,"hopuni .",234.129,234.679,"u",234.379,234.419,234.399,473,1580,""
"2713",28115,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-05.trs","L1H05M","MAONZE",239.498,243.976,"g_897;em_12_88637;n_102873-n_102874;p_174;#=es_68_3267477;prefix=028115-;[0]=ew_0_565487;[1]=ew_0_565487","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-05.trs#es_68_3267477",NA,"runga",NA,28115,"runga",241.768,241.988,"u",241.838,241.868,241.853,365,1197,""
"2714",28138,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-06.trs","L1H05M","MAONZE",7.331,12.755,"g_896;em_12_88534;n_102778-n_102779;p_174;#=es_68_3262679;prefix=028138-;[0]=ew_0_564276;[1]=ew_0_564276","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-06.trs#es_68_3262679",NA,"runga",NA,28138,"runga",10.761,10.971,"u",10.801,10.841,10.821,444,1669,""
"2715",28140,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-06.trs","L1H05M","MAONZE",7.331,12.755,"g_896;em_12_88534;n_102778-n_102779;p_174;#=es_68_3262701;prefix=028140-;[0]=ew_0_564277;[1]=ew_0_564277","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-06.trs#es_68_3262701",NA,"hopuni -",NA,28140,"hopuni -",11.011,11.521,"u",11.251,11.301,11.276,475,1900,""
"2716",28236,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-06.trs","L1H05M","MAONZE",147.549,151.772,"g_896;em_12_88566;n_102803-n_102804;p_174;#=es_68_3265570;prefix=028236-;[0]=ew_0_564627;[1]=ew_0_564627","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-06.trs#es_68_3265570",NA,"pahuri",NA,28236,"pahuri",149.109,149.549,"u",149.299,149.369,149.334,457,2387,""
"2717",28261,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-06.trs","L1H05M","MAONZE",173.309,177.567,"g_896;em_12_88572;n_102809-n_102810;p_174;#=es_68_3265981;prefix=028261-;[0]=ew_0_564695;[1]=ew_0_564695","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-06.trs#es_68_3265981",NA,"pahure .",NA,28261,"pahure .",176.659,177.159,"u",176.869,176.989,176.929,507,2243,""
"2718",28262,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-06.trs","L1H05M","MAONZE",177.567,180.996,"g_896;em_12_88573;n_102810-n_102811;p_174;#=es_68_3266017;prefix=028262-;[0]=ew_0_564703;[1]=ew_0_564703","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-06.trs#es_68_3266017",NA,"runga",NA,28262,"runga",179.347,179.557,"u",179.397,179.427,179.412,655,1429,""
"2719",28265,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-06.trs","L1H05M","MAONZE",180.996,185.127,"g_896;em_12_88574;n_102811-n_102812;p_174;#=es_68_3266058;prefix=028265-;[0]=ew_0_564709;[1]=ew_0_564709","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-06.trs#es_68_3266058",NA,"whakamutunga .",NA,28265,"whakamutunga .",181.976,182.836,"u",182.346,182.386,182.366,657,1731,""
"2720",28266,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","L1H05M-06.trs","L1H05M","MAONZE",180.996,185.127,"g_896;em_12_88574;n_102811-n_102812;p_174;#=es_68_3266062;prefix=028266-;[0]=ew_0_564709;[1]=ew_0_564709","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=L1H05M-06.trs#es_68_3266062",NA,"whakamutunga .",NA,28266,"whakamutunga .",181.976,182.836,"u",182.486,182.536,182.511,670,2006,""
